"lsoa11cd","lsoa11nm","BP_PRE_1900","BP_1900_1918","BP_1919_1929","BP_1930_1939","BP_1945_1954","BP_1955_1964","BP_1965_1972","BP_1973_1982","BP_1983_1992","BP_1993_1999","BP_2000_2009","BP_2010_2015","BP_UNKNOWN","ALL_PROPERTIES","MODE1_VAL","MODE1_TYPE","MODE1_PC","MODE2_VAL","MODE2_TYPE","MODE2_PC","MODE2_MODE1_RATIO"
"E01001098","Croydon 037F",10,70,110,190,30,70,10,10,20,1,10,10,1,530,190,"BP_1930_1939",0.36,110,"BP_1919_1929",0.21,0.58
"E01001099","Croydon 040D",10,210,90,90,0,10,1,110,0,40,30,40,10,640,210,"BP_1900_1918",0.33,110,"BP_1973_1982",0.17,0.52
"E01001100","Croydon 031E",0,230,70,210,1,1,10,50,10,0,30,1,1,620,230,"BP_1900_1918",0.37,210,"BP_1930_1939",0.34,0.91
"E01001101","Croydon 035B",0,0,20,280,140,70,0,1,1,0,1,1,0,510,280,"BP_1930_1939",0.55,140,"BP_1945_1954",0.27,0.5
"E01001102","Croydon 035C",10,1,10,250,70,140,10,20,40,10,40,30,1,630,250,"BP_1930_1939",0.4,140,"BP_1955_1964",0.22,0.56
"E01001103","Croydon 039A",10,1,1,310,100,130,10,20,20,30,1,30,0,660,310,"BP_1930_1939",0.47,130,"BP_1955_1964",0.2,0.42
"E01001104","Croydon 042D",1,0,0,380,150,80,0,1,1,10,1,10,20,660,380,"BP_1930_1939",0.58,150,"BP_1945_1954",0.23,0.39
"E01001105","Croydon 039B",0,1,0,130,420,40,0,30,10,0,1,0,0,640,420,"BP_1945_1954",0.66,130,"BP_1930_1939",0.2,0.31
"E01001106","Croydon 039C",1,1,0,230,220,60,20,0,0,0,10,10,1,550,230,"BP_1930_1939",0.42,220,"BP_1945_1954",0.4,0.96
"E01001107","Croydon 035D",1,50,100,20,10,40,30,280,80,40,10,20,1,670,280,"BP_1973_1982",0.42,100,"BP_1919_1929",0.15,0.36
"E01001108","Croydon 035E",1,10,90,330,80,90,1,10,1,1,20,20,0,650,330,"BP_1930_1939",0.51,90,"BP_1955_1964",0.14,0.27
"E01001109","Croydon 013B",480,10,1,100,10,70,40,30,30,30,10,20,1,840,480,"BP_PRE_1900",0.57,100,"BP_1930_1939",0.12,0.21
"E01001110","Croydon 020D",440,20,1,20,1,1,1,60,20,70,120,170,1,930,440,"BP_PRE_1900",0.47,170,"BP_2010_2015",0.18,0.39
"E01001111","Croydon 010D",400,100,1,10,0,1,1,10,70,0,30,10,20,650,400,"BP_PRE_1900",0.62,100,"BP_1900_1918",0.15,0.25
"E01001112","Croydon 013C",210,30,1,50,1,50,200,10,150,10,60,80,20,880,210,"BP_PRE_1900",0.24,200,"BP_1965_1972",0.23,0.95
"E01001113","Croydon 013D",680,20,0,10,20,50,10,10,30,1,10,10,10,860,680,"BP_PRE_1900",0.79,50,"BP_1955_1964",0.06,0.07
"E01001114","Croydon 013E",420,10,0,1,1,80,50,0,1,10,20,30,10,610,420,"BP_PRE_1900",0.69,80,"BP_1955_1964",0.13,0.19
"E01001115","Croydon 015B",240,20,10,10,10,40,0,310,10,0,20,0,1,660,310,"BP_1973_1982",0.47,240,"BP_PRE_1900",0.36,0.77
"E01001116","Croydon 013F",460,60,10,0,0,10,10,20,20,20,1,0,0,600,460,"BP_PRE_1900",0.77,60,"BP_1900_1918",0.1,0.13
"E01001117","Croydon 015C",240,180,20,90,0,230,50,10,20,20,160,50,20,1080,240,"BP_PRE_1900",0.22,230,"BP_1955_1964",0.21,0.96
"E01001118","Croydon 020E",340,10,10,0,1,10,50,330,50,1,10,20,1,830,340,"BP_PRE_1900",0.41,330,"BP_1973_1982",0.4,0.97
"E01001119","Croydon 034G",0,0,0,40,0,20,20,500,10,0,1,0,1,590,500,"BP_1973_1982",0.85,40,"BP_1930_1939",0.07,0.08
"E01001120","Croydon 033A",0,1,1,410,20,20,10,1,10,20,1,0,0,500,410,"BP_1930_1939",0.82,20,"BP_1993_1999",0.04,0.05
"E01001121","Croydon 039D",1,0,10,120,30,50,1,230,40,10,10,20,0,530,230,"BP_1973_1982",0.43,120,"BP_1930_1939",0.23,0.52
"E01001122","Croydon 033B",30,1,140,260,10,1,40,1,1,0,10,1,10,500,260,"BP_1930_1939",0.52,140,"BP_1919_1929",0.28,0.54
"E01001123","Croydon 033C",1,0,20,200,30,360,10,1,0,0,0,0,1,620,360,"BP_1955_1964",0.58,200,"BP_1930_1939",0.32,0.56
"E01001124","Croydon 033D",0,1,20,340,1,40,190,20,1,0,0,1,0,620,340,"BP_1930_1939",0.55,190,"BP_1965_1972",0.31,0.56
"E01001125","Croydon 033E",10,0,90,420,60,20,10,1,0,0,0,1,10,620,420,"BP_1930_1939",0.68,90,"BP_1919_1929",0.15,0.21
"E01001126","Croydon 034H",0,0,0,190,1,30,310,90,1,0,1,1,1,620,310,"BP_1965_1972",0.5,190,"BP_1930_1939",0.31,0.61
"E01001127","Croydon 025A",0,0,10,460,60,50,1,1,0,1,0,0,1,590,460,"BP_1930_1939",0.78,60,"BP_1945_1954",0.1,0.13
"E01001128","Croydon 025B",0,0,10,80,0,360,70,0,0,60,0,1,10,590,360,"BP_1955_1964",0.61,80,"BP_1930_1939",0.14,0.22
"E01001129","Croydon 026D",1,0,90,400,10,10,1,0,1,0,1,1,0,520,400,"BP_1930_1939",0.77,90,"BP_1919_1929",0.17,0.23
"E01001130","Croydon 025C",0,0,0,0,10,520,40,0,0,0,10,10,1,590,520,"BP_1955_1964",0.88,40,"BP_1965_1972",0.07,0.08
"E01001131","Croydon 018C",0,0,0,1,1,10,350,130,140,20,10,0,1,670,350,"BP_1965_1972",0.52,140,"BP_1983_1992",0.21,0.4
"E01001132","Croydon 018D",0,0,20,280,30,80,90,40,20,10,20,20,1,620,280,"BP_1930_1939",0.45,90,"BP_1965_1972",0.15,0.32
"E01001133","Croydon 026E",1,0,160,290,20,50,30,70,70,30,20,10,1,760,290,"BP_1930_1939",0.38,160,"BP_1919_1929",0.21,0.55
"E01001134","Croydon 018E",10,40,30,130,0,1,30,10,450,10,0,0,1,700,450,"BP_1983_1992",0.64,130,"BP_1930_1939",0.19,0.29
"E01001135","Croydon 025D",1,0,170,340,20,70,30,10,1,0,0,20,1,660,340,"BP_1930_1939",0.52,170,"BP_1919_1929",0.26,0.5
"E01001136","Croydon 007A",410,70,20,60,1,30,50,30,100,30,30,30,80,940,410,"BP_PRE_1900",0.44,100,"BP_1983_1992",0.11,0.24
"E01001137","Croydon 001A",170,30,1,40,10,230,110,170,70,1,40,110,40,1020,230,"BP_1955_1964",0.23,170,"BP_1973_1982",0.17,0.74
"E01001138","Croydon 001B",240,10,0,1,1,270,120,40,70,20,10,1,10,800,270,"BP_1955_1964",0.34,240,"BP_PRE_1900",0.3,0.89
"E01001139","Croydon 007B",130,80,20,230,30,70,40,20,90,1,1,0,10,720,230,"BP_1930_1939",0.32,130,"BP_PRE_1900",0.18,0.57
"E01001140","Croydon 007C",110,10,0,70,10,200,260,20,70,10,20,0,1,790,260,"BP_1965_1972",0.33,200,"BP_1955_1964",0.25,0.77
"E01001141","Croydon 008A",130,1,1,50,80,70,40,100,70,30,20,10,10,610,130,"BP_PRE_1900",0.21,100,"BP_1973_1982",0.16,0.77
"E01001142","Croydon 007D",130,20,20,380,1,10,10,10,10,10,30,100,10,750,380,"BP_1930_1939",0.51,130,"BP_PRE_1900",0.17,0.34
"E01001143","Croydon 008B",220,90,1,180,1,150,40,40,70,10,70,0,10,890,220,"BP_PRE_1900",0.25,180,"BP_1930_1939",0.2,0.82
"E01001144","Croydon 007E",480,30,30,60,1,30,1,90,40,0,20,0,40,800,480,"BP_PRE_1900",0.6,90,"BP_1973_1982",0.11,0.19
"E01001145","Croydon 008C",340,30,1,10,10,260,0,70,50,20,100,10,30,910,340,"BP_PRE_1900",0.37,260,"BP_1955_1964",0.29,0.76
"E01001146","Croydon 006A",400,30,40,70,20,40,1,10,1,1,10,0,1,620,400,"BP_PRE_1900",0.65,70,"BP_1930_1939",0.11,0.18
"E01001147","Croydon 005A",240,30,10,130,0,50,90,0,1,50,30,10,1,640,240,"BP_PRE_1900",0.38,130,"BP_1930_1939",0.2,0.54
"E01001148","Croydon 005B",420,170,10,1,30,10,1,20,20,1,10,1,10,710,420,"BP_PRE_1900",0.59,170,"BP_1900_1918",0.24,0.4
"E01001149","Croydon 006B",240,10,80,260,0,0,0,1,20,0,1,0,10,630,260,"BP_1930_1939",0.41,240,"BP_PRE_1900",0.38,0.92
"E01001150","Croydon 006C",100,60,70,310,50,10,10,10,0,0,30,40,10,670,310,"BP_1930_1939",0.46,100,"BP_PRE_1900",0.15,0.32
"E01001151","Croydon 005C",260,20,10,230,10,30,10,20,60,30,10,10,1,700,260,"BP_PRE_1900",0.37,230,"BP_1930_1939",0.33,0.88
"E01001152","Croydon 005D",480,70,10,40,1,40,40,20,0,20,10,50,10,790,480,"BP_PRE_1900",0.61,70,"BP_1900_1918",0.09,0.15
"E01001153","Croydon 006D",340,150,50,50,10,20,10,1,0,10,10,0,10,630,340,"BP_PRE_1900",0.54,150,"BP_1900_1918",0.24,0.44
"E01001154","Croydon 006E",470,60,40,30,10,10,10,30,20,60,10,0,10,760,470,"BP_PRE_1900",0.62,60,"BP_1993_1999",0.08,0.13
"E01001155","Croydon 010E",310,60,0,10,0,10,190,1,130,1,50,1,1,770,310,"BP_PRE_1900",0.4,190,"BP_1965_1972",0.25,0.61
"E01001156","Croydon 001C",120,1,1,40,10,200,130,170,10,10,1,10,30,740,200,"BP_1955_1964",0.27,170,"BP_1973_1982",0.23,0.85
"E01001157","Croydon 002B",80,10,230,190,10,10,10,70,1,1,1,1,1,620,230,"BP_1919_1929",0.37,190,"BP_1930_1939",0.31,0.83
"E01001158","Croydon 005E",110,60,100,40,10,20,170,120,0,40,10,10,20,710,170,"BP_1965_1972",0.24,120,"BP_1973_1982",0.17,0.71
"E01001159","Croydon 002C",40,0,40,360,20,70,80,80,10,10,50,10,10,770,360,"BP_1930_1939",0.47,80,"BP_1973_1982",0.1,0.22
"E01001160","Croydon 002D",80,30,330,180,0,1,0,0,0,0,20,0,1,650,330,"BP_1919_1929",0.51,180,"BP_1930_1939",0.28,0.55
"E01001161","Croydon 003D",0,10,120,390,1,1,1,0,10,50,10,1,1,600,390,"BP_1930_1939",0.65,120,"BP_1919_1929",0.2,0.31
"E01001162","Croydon 001D",250,10,20,120,10,200,110,20,50,0,20,1,20,830,250,"BP_PRE_1900",0.3,200,"BP_1955_1964",0.24,0.8
"E01001163","Croydon 002E",160,90,100,310,10,20,10,20,0,20,60,1,10,820,310,"BP_1930_1939",0.38,160,"BP_PRE_1900",0.2,0.52
"E01001164","Croydon 001E",510,50,1,20,1,160,20,120,40,10,20,40,50,1030,510,"BP_PRE_1900",0.5,160,"BP_1955_1964",0.16,0.31
"E01001165","Croydon 024C",320,80,10,180,1,10,0,1,20,1,40,10,1,680,320,"BP_PRE_1900",0.47,180,"BP_1930_1939",0.26,0.56
"E01001166","Croydon 024D",440,100,10,0,1,1,130,100,50,0,40,30,1,890,440,"BP_PRE_1900",0.49,130,"BP_1965_1972",0.15,0.3
"E01001167","Croydon 028A",10,10,30,480,10,10,30,60,20,10,170,1,1,840,480,"BP_1930_1939",0.57,170,"BP_2000_2009",0.2,0.35
"E01001168","Croydon 024E",200,120,40,140,1,50,50,30,80,0,10,10,1,750,200,"BP_PRE_1900",0.27,140,"BP_1930_1939",0.19,0.7
"E01001169","Croydon 028B",10,1,1,430,60,110,10,1,30,0,1,1,0,650,430,"BP_1930_1939",0.66,110,"BP_1955_1964",0.17,0.26
"E01001170","Croydon 027E",230,30,10,30,20,110,240,50,110,80,80,10,10,1000,240,"BP_1965_1972",0.24,230,"BP_PRE_1900",0.23,0.96
"E01001171","Croydon 028C",30,1,1,140,0,150,310,1,10,0,10,20,1,690,310,"BP_1965_1972",0.45,150,"BP_1955_1964",0.22,0.48
"E01001172","Croydon 028D",1,0,0,530,10,20,0,0,20,30,0,110,1,730,530,"BP_1930_1939",0.73,110,"BP_2010_2015",0.15,0.21
"E01001173","Croydon 028E",10,40,30,110,1,120,140,70,90,120,360,30,20,1130,360,"BP_2000_2009",0.32,140,"BP_1965_1972",0.12,0.39
"E01001174","Croydon 011A",90,120,270,10,0,1,0,0,10,1,10,0,0,520,270,"BP_1919_1929",0.52,120,"BP_1900_1918",0.23,0.44
"E01001175","Croydon 011B",270,90,120,0,0,30,1,20,1,0,10,10,10,560,270,"BP_PRE_1900",0.48,120,"BP_1919_1929",0.21,0.44
"E01001176","Croydon 011C",130,110,220,60,10,10,1,0,0,10,70,20,1,630,220,"BP_1919_1929",0.35,130,"BP_PRE_1900",0.21,0.59
"E01001177","Croydon 016C",40,90,140,110,1,1,110,0,0,40,30,10,0,570,140,"BP_1919_1929",0.25,110,"BP_1965_1972",0.19,0.79
"E01001178","Croydon 015D",280,80,20,1,0,50,40,30,30,10,40,0,10,570,280,"BP_PRE_1900",0.49,80,"BP_1900_1918",0.14,0.29
"E01001179","Croydon 016D",140,0,310,50,1,0,0,10,50,0,1,10,1,560,310,"BP_1919_1929",0.55,140,"BP_PRE_1900",0.25,0.45
"E01001180","Croydon 016E",480,80,40,10,0,10,0,0,10,0,0,0,1,630,480,"BP_PRE_1900",0.76,80,"BP_1900_1918",0.13,0.17
"E01001181","Croydon 015E",290,40,10,1,40,140,50,40,60,10,100,20,10,800,290,"BP_PRE_1900",0.36,140,"BP_1955_1964",0.18,0.48
"E01001182","Croydon 011D",40,220,90,60,10,0,20,0,10,1,0,0,1,460,220,"BP_1900_1918",0.48,90,"BP_1919_1929",0.2,0.41
"E01001183","Croydon 011E",40,100,190,130,10,0,1,10,0,0,0,60,10,550,190,"BP_1919_1929",0.35,130,"BP_1930_1939",0.24,0.68
"E01001184","Croydon 011F",1,60,390,1,0,0,0,0,0,0,1,1,0,460,390,"BP_1919_1929",0.85,60,"BP_1900_1918",0.13,0.15
"E01001185","Croydon 014B",310,80,30,90,1,10,30,20,110,10,30,20,20,750,310,"BP_PRE_1900",0.41,110,"BP_1983_1992",0.15,0.35
"E01001186","Croydon 014C",310,90,30,110,10,20,40,110,110,30,10,10,20,870,310,"BP_PRE_1900",0.36,110,"BP_1983_1992",0.13,0.35
"E01001187","Croydon 017E",40,70,150,180,10,0,0,0,290,40,10,0,1,790,290,"BP_1983_1992",0.37,180,"BP_1930_1939",0.23,0.62
"E01001188","Croydon 014D",440,60,60,20,70,10,10,10,10,50,1,30,10,760,440,"BP_PRE_1900",0.58,70,"BP_1945_1954",0.09,0.16
"E01001189","Croydon 045B",170,190,0,30,10,10,0,40,0,1,10,0,1,460,190,"BP_1900_1918",0.41,170,"BP_PRE_1900",0.37,0.89
"E01001190","Croydon 045C",160,50,80,260,1,0,0,40,0,0,10,1,50,650,260,"BP_1930_1939",0.4,160,"BP_PRE_1900",0.25,0.62
"E01001191","Croydon 008D",590,50,1,30,1,1,1,10,100,0,50,50,70,930,590,"BP_PRE_1900",0.63,100,"BP_1983_1992",0.11,0.17
"E01001192","Croydon 008E",350,70,10,10,0,40,60,40,60,10,50,1,50,750,350,"BP_PRE_1900",0.47,70,"BP_1900_1918",0.09,0.2
"E01001193","Croydon 014E",0,0,1,130,0,10,10,0,0,420,0,1,10,580,420,"BP_1993_1999",0.72,130,"BP_1930_1939",0.22,0.31
"E01001194","Croydon 045D",590,20,0,0,1,10,1,1,1,0,0,1,1,630,590,"BP_PRE_1900",0.94,20,"BP_1900_1918",0.03,0.03
"E01001195","Ealing 021A",0,10,580,20,10,1,0,0,1,0,10,10,0,630,580,"BP_1919_1929",0.92,20,"BP_1930_1939",0.03,0.03
"E01001196","Ealing 015A",120,40,120,110,20,10,10,1,340,0,60,10,0,820,340,"BP_1983_1992",0.41,120,"BP_1919_1929",0.15,0.35
"E01001197","Ealing 021B",150,130,100,120,80,20,1,40,30,1,10,30,0,710,150,"BP_PRE_1900",0.21,130,"BP_1900_1918",0.18,0.87
"E01001198","Ealing 021C",260,220,80,10,10,1,1,0,0,0,1,0,1,580,260,"BP_PRE_1900",0.45,220,"BP_1900_1918",0.38,0.85
"E01001199","Ealing 021D",360,220,20,20,40,1,0,1,10,20,50,10,1,760,360,"BP_PRE_1900",0.47,220,"BP_1900_1918",0.29,0.61
"E01001200","Ealing 025A",490,40,80,20,1,1,0,1,10,1,1,1,1,650,490,"BP_PRE_1900",0.75,80,"BP_1919_1929",0.12,0.16
"E01001201","Ealing 025B",420,140,10,20,10,10,20,0,1,10,20,1,10,660,420,"BP_PRE_1900",0.64,140,"BP_1900_1918",0.21,0.33
"E01001202","Ealing 025C",270,210,1,30,10,0,200,0,20,10,100,70,0,920,270,"BP_PRE_1900",0.29,210,"BP_1900_1918",0.23,0.78
"E01001203","Ealing 025D",660,50,1,1,0,0,0,30,100,20,20,1,0,890,660,"BP_PRE_1900",0.74,100,"BP_1983_1992",0.11,0.15
"E01001204","Ealing 018A",80,110,60,230,10,1,20,100,1,0,1,0,0,600,230,"BP_1930_1939",0.38,110,"BP_1900_1918",0.18,0.48
"E01001205","Ealing 018B",70,30,0,140,80,1,0,40,250,0,0,0,0,620,250,"BP_1983_1992",0.4,140,"BP_1930_1939",0.23,0.56
"E01001206","Ealing 018C",0,0,0,120,0,0,0,480,0,0,20,0,0,620,480,"BP_1973_1982",0.77,120,"BP_1930_1939",0.19,0.25
"E01001207","Ealing 018D",480,110,10,10,1,0,30,1,20,0,10,40,1,710,480,"BP_PRE_1900",0.68,110,"BP_1900_1918",0.15,0.23
"E01001208","Ealing 018E",20,190,110,170,10,10,10,0,10,0,10,1,0,520,190,"BP_1900_1918",0.37,170,"BP_1930_1939",0.33,0.89
"E01001209","Ealing 013A",1,470,60,30,20,1,20,30,1,1,1,1,0,650,470,"BP_1900_1918",0.72,60,"BP_1919_1929",0.09,0.13
"E01001210","Ealing 016A",1,0,40,130,0,270,70,100,50,0,100,1,0,760,270,"BP_1955_1964",0.36,130,"BP_1930_1939",0.17,0.48
"E01001211","Ealing 013B",40,230,30,10,50,10,160,70,70,30,40,0,0,730,230,"BP_1900_1918",0.32,160,"BP_1965_1972",0.22,0.7
"E01001212","Ealing 018F",100,60,30,40,20,40,380,30,20,10,20,0,1,750,380,"BP_1965_1972",0.51,100,"BP_PRE_1900",0.13,0.26
"E01001213","Ealing 023A",0,100,150,220,0,0,1,0,0,10,10,10,1,500,220,"BP_1930_1939",0.44,150,"BP_1919_1929",0.3,0.68
"E01001214","Ealing 023B",10,0,1,400,20,30,1,0,0,0,10,10,1,470,400,"BP_1930_1939",0.85,30,"BP_1955_1964",0.06,0.08
"E01001215","Ealing 023C",50,200,50,170,1,10,30,0,50,0,10,30,10,600,200,"BP_1900_1918",0.33,170,"BP_1930_1939",0.28,0.85
"E01001216","Ealing 023D",0,1,0,350,50,30,10,40,1,1,1,10,1,490,350,"BP_1930_1939",0.71,50,"BP_1945_1954",0.1,0.14
"E01001217","Ealing 014A",0,0,10,390,1,0,40,0,0,0,1,1,0,450,390,"BP_1930_1939",0.87,40,"BP_1965_1972",0.09,0.1
"E01001218","Ealing 012A",0,50,180,30,1,40,310,0,1,0,70,80,1,770,310,"BP_1965_1972",0.4,180,"BP_1919_1929",0.23,0.58
"E01001219","Ealing 029A",0,0,10,1,240,20,340,0,0,0,70,20,1,680,340,"BP_1965_1972",0.5,240,"BP_1945_1954",0.35,0.71
"E01001220","Ealing 029B",0,20,10,20,1,10,330,0,20,0,20,0,1,430,330,"BP_1965_1972",0.77,20,"BP_2000_2009",0.05,0.06
"E01001221","Ealing 020A",510,190,10,50,10,10,0,60,70,0,40,410,10,1370,510,"BP_PRE_1900",0.37,410,"BP_2010_2015",0.3,0.8
"E01001222","Ealing 019A",430,140,1,60,60,70,10,0,20,0,380,20,1,1190,430,"BP_PRE_1900",0.36,380,"BP_2000_2009",0.32,0.88
"E01001223","Ealing 020B",170,240,1,10,20,1,130,30,40,0,10,0,1,650,240,"BP_1900_1918",0.37,170,"BP_PRE_1900",0.26,0.71
"E01001224","Ealing 019B",230,240,40,50,10,10,10,0,0,1,1,0,0,580,240,"BP_1900_1918",0.41,230,"BP_PRE_1900",0.4,0.96
"E01001225","Ealing 020C",190,280,1,90,50,1,130,20,30,1,30,10,1,830,280,"BP_1900_1918",0.34,190,"BP_PRE_1900",0.23,0.68
"E01001226","Ealing 019C",200,100,0,90,20,100,80,50,30,10,1,1,1,680,200,"BP_PRE_1900",0.29,100,"BP_1955_1964",0.15,0.5
"E01001227","Ealing 019D",310,110,0,20,30,40,40,60,10,0,10,0,0,630,310,"BP_PRE_1900",0.49,110,"BP_1900_1918",0.17,0.35
"E01001228","Ealing 019E",380,80,0,40,50,1,140,70,30,0,20,1,1,810,380,"BP_PRE_1900",0.47,140,"BP_1965_1972",0.17,0.37
"E01001229","Ealing 031A",0,0,460,90,0,0,0,0,50,0,1,1,0,610,460,"BP_1919_1929",0.75,90,"BP_1930_1939",0.15,0.2
"E01001230","Ealing 031B",380,120,20,40,1,10,10,20,1,0,20,20,1,630,380,"BP_PRE_1900",0.6,120,"BP_1900_1918",0.19,0.32
"E01001231","Ealing 027A",10,20,440,100,40,1,1,1,30,0,80,10,1,740,440,"BP_1919_1929",0.59,100,"BP_1930_1939",0.14,0.23
"E01001232","Ealing 031C",1,0,90,120,0,10,0,410,1,0,1,1,0,640,410,"BP_1973_1982",0.64,120,"BP_1930_1939",0.19,0.29
"E01001233","Ealing 031D",120,130,170,40,0,30,20,50,40,20,10,1,1,630,170,"BP_1919_1929",0.27,130,"BP_1900_1918",0.21,0.76
"E01001234","Ealing 027B",260,240,10,30,1,10,60,1,20,0,10,1,1,640,260,"BP_PRE_1900",0.41,240,"BP_1900_1918",0.38,0.92
"E01001235","Ealing 020D",190,130,40,140,0,30,70,0,50,40,40,0,10,740,190,"BP_PRE_1900",0.26,140,"BP_1930_1939",0.19,0.74
"E01001236","Ealing 020E",400,40,0,20,10,190,70,1,0,0,20,20,0,770,400,"BP_PRE_1900",0.52,190,"BP_1955_1964",0.25,0.48
"E01001237","Ealing 031E",260,190,80,50,1,60,0,1,1,10,30,0,1,690,260,"BP_PRE_1900",0.38,190,"BP_1900_1918",0.28,0.73
"E01001238","Ealing 015B",220,50,50,170,20,10,0,0,230,130,450,380,0,1700,450,"BP_2000_2009",0.26,380,"BP_2010_2015",0.22,0.84
"E01001239","Ealing 015C",30,130,50,30,0,0,0,0,180,150,0,10,1,580,180,"BP_1983_1992",0.31,150,"BP_1993_1999",0.26,0.83
"E01001240","Ealing 024A",10,0,360,140,1,0,20,1,0,0,10,10,0,550,360,"BP_1919_1929",0.65,140,"BP_1930_1939",0.25,0.39
"E01001241","Ealing 024B",40,0,190,160,20,0,0,0,110,0,10,10,1,530,190,"BP_1919_1929",0.36,160,"BP_1930_1939",0.3,0.84
"E01001242","Ealing 024C",170,20,120,110,1,50,0,60,40,0,1,1,1,580,170,"BP_PRE_1900",0.29,120,"BP_1919_1929",0.21,0.71
"E01001243","Ealing 024D",20,110,70,90,60,70,130,0,0,20,150,250,0,960,250,"BP_2010_2015",0.26,150,"BP_2000_2009",0.16,0.6
"E01001244","Ealing 024E",20,20,20,10,320,40,0,0,70,0,520,90,0,1120,520,"BP_2000_2009",0.46,320,"BP_1945_1954",0.29,0.62
"E01001245","Ealing 024F",120,370,30,80,60,0,0,0,0,20,180,0,0,860,370,"BP_1900_1918",0.43,180,"BP_2000_2009",0.21,0.49
"E01001246","Ealing 015D",180,10,200,60,0,0,0,0,0,40,20,20,0,530,200,"BP_1919_1929",0.38,180,"BP_PRE_1900",0.34,0.9
"E01001247","Ealing 015E",10,50,40,570,10,0,0,0,0,0,10,30,1,720,570,"BP_1930_1939",0.79,50,"BP_1900_1918",0.07,0.09
"E01001248","Ealing 035A",20,110,140,220,1,10,80,0,1,0,10,0,0,600,220,"BP_1930_1939",0.37,140,"BP_1919_1929",0.23,0.64
"E01001249","Ealing 028A",340,1,0,20,10,10,0,230,50,10,290,190,1,1140,340,"BP_PRE_1900",0.3,290,"BP_2000_2009",0.25,0.85
"E01001250","Ealing 028B",410,100,10,0,20,20,40,190,110,20,40,10,1,980,410,"BP_PRE_1900",0.42,190,"BP_1973_1982",0.19,0.46
"E01001251","Ealing 030A",190,350,20,40,30,10,0,0,10,0,20,10,1,680,350,"BP_1900_1918",0.51,190,"BP_PRE_1900",0.28,0.54
"E01001252","Ealing 030B",300,270,60,60,10,1,0,1,20,10,50,130,1,910,300,"BP_PRE_1900",0.33,270,"BP_1900_1918",0.3,0.9
"E01001253","Ealing 030C",160,320,120,10,10,10,20,10,0,1,20,90,1,770,320,"BP_1900_1918",0.42,160,"BP_PRE_1900",0.21,0.5
"E01001254","Ealing 030D",210,310,0,10,1,40,10,0,140,30,30,10,1,800,310,"BP_1900_1918",0.39,210,"BP_PRE_1900",0.26,0.68
"E01001255","Ealing 028C",210,300,0,80,0,0,0,0,0,0,1,0,0,600,300,"BP_1900_1918",0.5,210,"BP_PRE_1900",0.35,0.7
"E01001257","Ealing 008A",0,1,0,0,260,0,90,190,20,0,60,180,1,800,260,"BP_1945_1954",0.33,190,"BP_1973_1982",0.24,0.73
"E01001258","Ealing 010B",0,10,10,360,110,130,30,10,0,0,1,0,0,660,360,"BP_1930_1939",0.55,130,"BP_1955_1964",0.2,0.36
"E01001259","Ealing 014B",0,10,160,290,0,30,20,0,20,10,0,1,1,530,290,"BP_1930_1939",0.55,160,"BP_1919_1929",0.3,0.55
"E01001260","Ealing 012B",0,0,40,560,30,1,20,0,10,10,10,1,0,680,560,"BP_1930_1939",0.82,40,"BP_1919_1929",0.06,0.07
"E01001261","Ealing 012C",0,30,230,260,70,1,0,0,20,1,150,20,1,780,260,"BP_1930_1939",0.33,230,"BP_1919_1929",0.29,0.88
"E01001262","Ealing 010C",0,1,10,70,90,60,0,280,30,10,1,0,0,550,280,"BP_1973_1982",0.51,90,"BP_1945_1954",0.16,0.32
"E01001263","Ealing 010D",0,0,1,0,70,60,10,500,20,0,10,1,1,670,500,"BP_1973_1982",0.75,70,"BP_1945_1954",0.1,0.14
"E01001264","Ealing 010E",0,0,20,210,200,50,40,90,10,0,1,1,0,630,210,"BP_1930_1939",0.33,200,"BP_1945_1954",0.32,0.95
"E01001265","Ealing 006A",0,0,40,410,1,1,0,130,60,0,0,1,0,640,410,"BP_1930_1939",0.64,130,"BP_1973_1982",0.2,0.32
"E01001266","Ealing 006B",0,0,40,530,0,0,20,0,0,0,1,10,1,600,530,"BP_1930_1939",0.88,40,"BP_1919_1929",0.07,0.08
"E01001267","Ealing 006C",0,1,10,400,0,60,0,310,30,0,20,10,1,850,400,"BP_1930_1939",0.47,310,"BP_1973_1982",0.36,0.78
"E01001268","Ealing 012D",0,1,110,450,80,10,0,1,1,1,1,1,0,670,450,"BP_1930_1939",0.67,110,"BP_1919_1929",0.16,0.24
"E01001269","Ealing 001A",0,50,160,360,0,10,0,1,1,1,70,10,0,670,360,"BP_1930_1939",0.54,160,"BP_1919_1929",0.24,0.44
"E01001270","Ealing 004A",0,0,10,550,1,1,1,10,1,0,1,1,1,570,550,"BP_1930_1939",0.96,10,"BP_1973_1982",0.02,0.02
"E01001271","Ealing 001B",1,80,130,330,70,1,0,0,1,0,10,30,0,650,330,"BP_1930_1939",0.51,130,"BP_1919_1929",0.2,0.39
"E01001272","Ealing 006D",1,0,70,400,10,10,0,1,50,20,1,10,1,570,400,"BP_1930_1939",0.7,70,"BP_1919_1929",0.12,0.18
"E01001273","Ealing 020F",20,110,80,310,50,40,1,0,40,0,0,0,1,650,310,"BP_1930_1939",0.48,110,"BP_1900_1918",0.17,0.35
